CustomerID,CLV
12347.0,1599.549989357097
12348.0,500.47596722898686
12352.0,1291.4592675611912
12356.0,369.64838603851274
12358.0,692.2939121314673
12359.0,2446.044280261355
12360.0,1163.4055103743804
12362.0,2620.5089508258015
12363.0,283.03579109357287
12364.0,1200.5472144710147
12370.0,874.082630821062
12371.0,1052.6587985463261
12372.0,544.6101210698118
12375.0,604.9783958957194
12377.0,283.6151025691499
12379.0,462.68960813330483
12380.0,1721.082080942832
12381.0,1085.70515746808
12383.0,668.2238433031706
12384.0,553.3467144354263
12386.0,152.28807091053463
12388.0,1212.7664227143573
12393.0,620.6081315980206
12394.0,584.9414601188406
12395.0,1286.5162839607042
12397.0,1087.9959236091954
12399.0,631.5887820371743
12406.0,1131.590108686191
12407.0,990.7942357879365
12408.0,1230.8735497524196
12409.0,3282.5646389599833
12412.0,784.9246954997294
12413.0,266.3565051743287
12414.0,336.9363397654033
12415.0,54210.77009636049
12417.0,1592.8709489495536
12421.0,455.4870465140611
12422.0,379.8460236772451
12423.0,870.9351876580251
12427.0,320.78809667962616
12428.0,1735.0952125314598
12429.0,1044.5125115335024
12431.0,2730.132444714968
12432.0,1437.3899019552046
12433.0,4500.671341191789
12434.0,361.7265810222496
12435.0,1522.972666846719
12437.0,2340.0671447808
12438.0,1572.5922476992741
12444.0,2702.997571508041
12449.0,2419.1607298037975
12450.0,290.47613873307523
12451.0,2747.7796969293495
12455.0,593.8948421322839
12456.0,1235.889758439333
12457.0,1272.661363921497
12458.0,328.9358958685375
12461.0,392.4964136659088
12462.0,285.9446867244099
12463.0,769.9892113308241
12464.0,683.039010097507
12465.0,419.31276561734046
12468.0,296.04468300421524
12471.0,7732.086739658655
12472.0,2114.5473249557003
12473.0,2410.9611095865534
12474.0,3577.1253878320767
12476.0,3021.179829288826
12477.0,5231.192777286367
12480.0,1127.822340326017
12481.0,2372.1978240830967
12483.0,1040.4365201568053
12484.0,1617.037220110397
12488.0,1589.5063696200584
12490.0,2279.060317081653
12492.0,494.8359435245051
12493.0,309.0823941571408
12494.0,659.0963878972253
12498.0,826.3642144145463
12500.0,1966.8133832574833
12502.0,1562.9740917114204
12504.0,1012.9709921360568
12507.0,525.5000589911223
12508.0,1206.9139235933847
12510.0,229.49879175850776
12516.0,608.9734821820265
12517.0,1434.2325720057374
12518.0,2421.6045516776567
12520.0,1041.1157067064994
12522.0,814.0195626756738
12523.0,985.2996840482749
12524.0,2023.453247183061
12526.0,1383.892978397685
12527.0,252.98373606721404
12528.0,858.2729352716512
12530.0,672.825696293085
12535.0,403.7680052326697
12536.0,10971.460249118165
12539.0,1671.983311434596
12540.0,5600.54741861742
12541.0,478.1878658600413
12545.0,309.88161789510747
12546.0,905.9860375303628
12547.0,176.6684567958922
12552.0,996.7282459028626
12553.0,1572.7492864160934
12556.0,455.55920152268436
12557.0,4344.574853128263
12559.0,147.30595034133572
12560.0,1006.8504730889936
12562.0,2648.2075987449043
12567.0,3358.3921554876424
12569.0,2614.044457584501
12571.0,537.5323987930597
12572.0,1358.883503904317
12576.0,677.9349383045517
12577.0,252.99828876468555
12578.0,483.2549563005384
12582.0,250.89114545047792
12583.0,2865.028807571225
12584.0,1227.6880677846873
12585.0,338.97787445017565
12589.0,613.153730031248
12592.0,297.8848877203756
12593.0,348.0864942879499
12594.0,1590.3860838111068
